timestamp,elapsed_s,phase,latitude_deg,longitude_deg,gnss_altitude_m,ground_speed_mps,gnss_has_fix,satellites,fix_quality,target_latitude_deg,target_longitude_deg,distance_to_target_m,target_heading_deg,temperature_c,pressure_hpa,humidity_percent,heading_deg,roll_deg,pitch_deg,accel_x_mps2,accel_y_mps2,accel_z_mps2,gyro_x_dps,gyro_y_dps,gyro_z_dps,calibration,heading_error_deg,control_mode,left_motor_command_percent,right_motor_command_percent,error
2026-08-14T10:06:55.932,12.465,waiting_for_release,,,,,False,0,0,40.14267638,139.98764058,,,37.36,1007.3641015625,42.5908203125,0.0,4.9375,6.9375,0.82,-1.13,9.44,0.0,-0.0625,0.0625,240,,,,,
2026-08-14T10:06:56.432,12.965,waiting_for_release,,,,,False,0,0,40.14267638,139.98764058,,,37.36,1007.4741796875,42.8916015625,0.0,4.9375,6.9375,0.84,-1.13,9.45,0.0,-0.125,0.1875,240,,,,,
2026-08-14T10:06:57.165,13.697,waiting_for_release,,,,,False,0,0,40.14267638,139.98764058,,,37.37,1007.44390625,42.4423828125,0.0,4.9375,6.9375,0.8,-1.12,9.46,0.0625,0.3125,0.0625,112,,,,,
2026-08-14T10:06:57.665,14.198,waiting_for_release,,,,,False,0,0,40.14267638,139.98764058,,,37.36,1007.4271875,43.435546875,0.0,4.9375,6.9375,0.82,-1.08,9.45,0.0,0.0625,0.0625,240,,,,,
2026-08-14T10:06:58.165,14.698,waiting_for_release,,,,,False,0,0,40.14267638,139.98764058,,,37.36,1007.4547265625,43.33203125,0.0,4.9375,6.9375,0.82,-1.11,9.45,0.125,-0.25,-0.125,240,,,,,
2026-08-14T10:06:58.666,15.199,waiting_for_release,,,,,False,,,40.14267638,139.98764058,,,37.36,1007.419140625,43.2041015625,0.0,4.9375,6.9375,0.81,-1.11,9.45,0.125,0.0,0.0,112,,,,,
2026-08-14T10:06:59.167,15.699,waiting_for_release,,,,,False,,,40.14267638,139.98764058,,,37.38,1007.4523046875,43.125,0.0,4.9375,6.9375,0.81,-1.12,9.45,0.0,0.1875,0.125,240,,,,,
2026-08-14T10:06:59.667,16.200,waiting_for_release,,,,,False,,,40.14267638,139.98764058,,,37.38,1007.424765625,42.9853515625,0.0,4.9375,6.9375,0.82,-1.13,9.46,0.125,-0.0625,-0.0625,112,,,,,
2026-08-14T10:07:00.168,16.700,waiting_for_release,,,,,False,,,40.14267638,139.98764058,,,37.37,1007.44390625,42.9052734375,0.0,4.9375,6.9375,0.8,-1.12,9.45,0.125,0.125,0.0625,112,,,,,
2026-08-14T10:07:00.668,17.201,waiting_for_release,,,,,False,,,40.14267638,139.98764058,,,37.37,1007.4714453125,42.7548828125,0.0,4.9375,6.9375,0.81,-1.13,9.44,-0.1875,-0.1875,-0.0625,240,,,,,
2026-08-14T10:07:01.168,17.701,waiting_for_release,,,,,False,,,40.14267638,139.98764058,,,37.36,1007.419140625,42.7646484375,0.0,4.9375,6.9375,0.81,-1.1,9.43,-0.0625,0.125,0.0,240,,,,,
