timestamp,elapsed_s,phase,latitude_deg,longitude_deg,gnss_altitude_m,ground_speed_mps,gnss_has_fix,satellites,fix_quality,target_latitude_deg,target_longitude_deg,distance_to_target_m,target_heading_deg,temperature_c,pressure_hpa,humidity_percent,heading_deg,roll_deg,pitch_deg,accel_x_mps2,accel_y_mps2,accel_z_mps2,gyro_x_dps,gyro_y_dps,gyro_z_dps,calibration,heading_error_deg,control_mode,left_motor_command_percent,right_motor_command_percent,error
2026-08-05T08:28:24.781,11.584,waiting_for_release,,,,,False,0,0,35.9184062,139.9079523,,,30.94,1010.9745703125,44.12890625,30.875,-9.75,-1.9375,-1.68,0.08,9.59,-40.9375,-22.875,18.75,134,,,,,
2026-08-05T08:28:25.893,12.696,waiting_for_release,,,,,False,0,0,35.9184062,139.9079523,,,30.94,1010.9665625,43.724609375,22.4375,-9.25,-0.8125,-1.57,-0.09,9.49,-40.875,-23.4375,18.25,134,,,,,
2026-08-05T08:28:26.394,13.197,waiting_for_release,,,,,False,0,0,35.9184062,139.9079523,,,30.94,1010.8114453125,44.12890625,31.625,-3.875,5.3125,-0.78,-0.95,9.27,0.375,-8.8125,-10.9375,6,,,,,
2026-08-05T08:28:27.513,14.316,waiting_for_release,,,,,False,0,0,35.9184062,139.9079523,,,30.95,1010.792265625,44.1298828125,31.8125,-3.6875,5.3125,-0.63,-1.03,9.23,2.1875,-8.1875,-12.75,6,,,,,
2026-08-05T08:28:28.014,14.817,waiting_for_release,,,,,False,0,0,35.9184062,139.9079523,,,30.94,1010.6211328125,44.208984375,38.9375,0.375,1.9375,0.15,-0.15,9.68,1.6875,-3.9375,-9.875,2,,,,,
2026-08-05T08:28:28.514,15.317,waiting_for_release,,,,,False,0,0,35.9184062,139.9079523,,,30.95,1010.583046875,44.234375,40.875,0.75,0.625,0.24,0.1,9.65,6.75,-0.125,-8.875,2,,,,,
2026-08-05T08:28:29.015,15.818,waiting_for_release,,,,,False,,,35.9184062,139.9079523,,,30.95,1010.4659765625,44.255859375,47.25,0.75,-3.625,0.41,1.22,10.13,7.625,11.0,-17.3125,2,,,,,
2026-08-05T08:28:29.515,16.318,waiting_for_release,,,,,False,,,35.9184062,139.9079523,,,30.96,1010.400703125,44.337890625,42.5,0.75,-6.0625,0.29,1.2,9.31,5.0625,4.625,31.625,2,,,,,
2026-08-05T08:28:30.016,16.819,waiting_for_release,,,,,False,,,35.9184062,139.9079523,,,30.95,1010.365546875,44.3720703125,14.625,-15.1875,1.5625,-3.14,-0.47,10.12,-48.375,46.5625,53.5625,2,,,,,
2026-08-05T08:28:30.516,17.319,waiting_for_release,,,,,False,,,35.9184062,139.9079523,,,30.97,1010.19125,44.3720703125,6.0625,-1.375,13.75,-0.23,-1.54,8.35,6.0,-48.375,-17.3125,2,,,,,
