timestamp,elapsed_s,phase,latitude_deg,longitude_deg,gnss_altitude_m,ground_speed_mps,gnss_has_fix,satellites,fix_quality,target_latitude_deg,target_longitude_deg,distance_to_target_m,target_heading_deg,temperature_c,pressure_hpa,humidity_percent,heading_deg,roll_deg,pitch_deg,accel_x_mps2,accel_y_mps2,accel_z_mps2,gyro_x_dps,gyro_y_dps,gyro_z_dps,calibration,heading_error_deg,control_mode,left_motor_command_percent,right_motor_command_percent,error
2026-08-06T09:36:52.712,11.586,waiting_for_release,,,,,FALSE,0,0,35.9184062,139.9079523,,,31.53,1010.485078,58.15332031,66.75,-62,171.4375,-8.82,-0.48,-4.37,-3.75,-2.5625,8.9375,48,,,,,
2026-08-06T09:36:53.851,12.722,waiting_for_release,,,,,FALSE,0,0,35.9184062,139.9079523,,,31.53,1010.477109,58.32519531,66.25,-62.0625,171.8125,-8.78,-0.74,-4.19,-4.125,-1,8.5,48,,,,,
2026-08-06T09:36:56.966,15.836,waiting_for_release,,,,,FALSE,,,35.9184062,139.9079523,,,31.55,1010.427422,56.75292969,98.5,-42.625,1.875,-7.24,0.55,6.04,24.3125,96.375,48.1875,242,,,,,
2026-08-06T09:36:57.466,16.337,waiting_for_release,,,,,FALSE,,,35.9184062,139.9079523,,,31.54,1010.493125,56.85449219,90.4375,-58.3125,-6.375,-8.17,1.36,4.7,-4.8125,1.3125,-9.25,243,,,,,
2026-08-06T09:36:57.967,16.837,waiting_for_release,,,,,FALSE,,,35.9184062,139.9079523,,,31.53,1010.457891,56.72753906,93.5,-17.75,6.9375,-2.98,-0.3,9.33,-31.6875,-95.75,-9.25,243,,,,,
2026-08-06T09:36:58.467,17.338,waiting_for_release,,,,,FALSE,,,35.9184062,139.9079523,,,31.56,1010.525352,56.74316406,98.3125,4.25,10.5,0.09,-2.06,9.29,-22.8125,4.75,-17.5625,243,,,,,
2026-08-06T09:36:58.968,17.838,waiting_for_release,,,,,FALSE,,,35.9184062,139.9079523,,,31.55,1010.454648,56.7421875,99.375,2.9375,11.8125,0.29,-1.7,9.46,6.75,-0.125,-0.375,243,,,,,
2026-08-06T09:36:59.468,18.339,waiting_for_release,,,,,FALSE,,,35.9184062,139.9079523,,,31.56,1010.470938,56.765625,99.875,2.0625,9,0.11,-1.01,9.27,0,5.3125,1.8125,243,,,,,
2026-08-06T09:36:59.969,18.839,waiting_for_release,,,,,FALSE,,,35.9184062,139.9079523,,,31.56,1010.451719,56.84667969,99.25,1,8.5625,0.03,-1.09,9.3,1,-0.625,-0.6875,243,,,,,
2026-08-06T09:37:00.469,19.34,waiting_for_release,,,,,FALSE,,,35.9184062,139.9079523,,,31.56,1010.470938,56.91503906,99.25,0.875,8.8125,0.09,-1.32,9.29,-1.3125,-0.4375,-0.6875,243,,,,,
