timestamp,elapsed_s,phase,latitude_deg,longitude_deg,gnss_altitude_m,ground_speed_mps,gnss_has_fix,satellites,fix_quality,target_latitude_deg,target_longitude_deg,distance_to_target_m,target_heading_deg,temperature_c,pressure_hpa,humidity_percent,heading_deg,roll_deg,pitch_deg,accel_x_mps2,accel_y_mps2,accel_z_mps2,gyro_x_dps,gyro_y_dps,gyro_z_dps,calibration,heading_error_deg,control_mode,left_motor_command_percent,right_motor_command_percent,distance_m,error
2026-08-06T13:00:06.636,15.767,waiting_for_release,,,,,FALSE,,,35.91912968,139.9091972,,,32.47,1008.958555,59.34277344,210.75,0.6875,74.375,-0.11,-8.99,3,-15.3125,0.1875,0.125,255,,,,,0.011,
2026-08-06T13:00:07.136,16.268,waiting_for_release,,,,,FALSE,,,35.91912968,139.9091972,,,32.47,1008.958555,59.34277344,209.125,0.25,73.125,-0.08,-8.92,3.12,3,0.125,0.0625,255,,,,,0.011,
2026-08-06T13:00:07.636,16.768,waiting_for_release,,,,,FALSE,,,35.91912968,139.9091972,,,32.46,1008.977852,59.48046875,208.3125,0,71.8125,-0.08,-9.05,3.21,1.4375,0.1875,0.0625,255,,,,,0.011,
2026-08-06T13:00:08.137,17.268,waiting_for_release,,,,,FALSE,,,35.91912968,139.9091972,,,32.46,1008.977852,59.48046875,208.0625,-0.0625,71.5,-0.07,-9.12,3.08,5.5,-0.0625,0.125,255,,,,,0.011,
2026-08-06T13:00:08.637,17.769,waiting_for_release,,,,,FALSE,,,35.91912968,139.9091972,,,32.45,1008.899453,59.58105469,208,-0.1875,68.4375,-0.09,-8.83,3.69,3.6875,0,0,255,,,,,0.011,
2026-08-06T13:00:09.138,18.269,waiting_for_release,,,,,FALSE,,,35.91912968,139.9091972,,,32.45,1008.899453,59.58105469,208,-0.1875,64.5,-0.06,-8.73,4.03,-0.0625,0.125,0.1875,255,,,,,0.011,
2026-08-06T13:00:09.638,18.77,waiting_for_release,,,,,FALSE,,,35.91912968,139.9091972,,,32.46,1008.950625,59.58398438,207.9375,-0.25,67,-0.07,-8.82,3.88,-9,0.1875,0.25,255,,,,,0.011,
2026-08-06T13:00:10.139,19.27,waiting_for_release,,,,,FALSE,,,35.91912968,139.9091972,,,32.46,1008.950625,59.58398438,207.9375,-0.3125,69.375,-0.1,-9,3.4,-3.5625,0.0625,0.0625,255,,,,,0.011,
2026-08-06T13:00:10.639,19.771,waiting_for_release,,,,,FALSE,,,35.91912968,139.9091972,,,32.47,1008.98582,59.60742188,207.875,-0.3125,70.1875,-0.08,-8.99,3.27,0.6875,0.1875,-0.1875,255,,,,,0.011,
2026-08-06T13:00:11.139,20.271,waiting_for_release,,,,,FALSE,,,35.91912968,139.9091972,,,32.47,1008.98582,59.60742188,207.9375,-0.3125,68.75,0.05,-7.98,4.93,-7.375,0.1875,-0.625,255,,,,,0.01,
2026-08-06T13:00:11.640,20.771,waiting_for_release,,,,,FALSE,,,35.91912968,139.9091972,,,32.46,1008.969883,59.60644531,207.8125,-0.4375,77.9375,-0.09,-9.33,1.75,-5.0625,0,0.1875,255,,,,,0.011,
2026-08-06T13:00:12.140,21.272,waiting_for_release,,,,,FALSE,,,35.91912968,139.9091972,,,32.46,1008.969883,59.60644531,209.75,0,89.25,0.44,-10.08,-0.82,-180.5625,20.75,-22.75,255,,,,,0.011,
2026-08-06T13:00:12.641,21.772,waiting_for_release,,,,,FALSE,,,35.91912968,139.9091972,,,32.48,1009.00207,59.60839844,30.1875,-0.25,169.4375,-0.24,-0.55,-9.4,-51,-1.5625,0.4375,127,,,,,0.012,
